         1464358 function calls (1453385 primitive calls) in 16.138 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 indexes.py:707(to_pandas_index)
        1    0.000    0.000    0.000    0.000 cyaml.py:37(CUnsafeLoader)
        1    0.000    0.000    0.000    0.000 events.py:37(__init__)
       10    0.000    0.000    0.000    0.000 functoolz.py:272(args)
        1    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        1    0.000    0.000    0.000    0.000 context.py:58(__init__)
        2    0.000    0.000    0.000    0.000 missing.py:1073(clean_reindex_fill_method)
      117    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        5    0.000    0.000    0.000    0.000 numeric.py:1389(_moveaxis_dispatcher)
       14    0.000    0.000    0.000    0.000 function_base.py:5559(_append_dispatcher)
        1    0.000    0.000    0.000    0.000 events.py:15(NodeEvent)
        1    0.000    0.000    0.000    0.000 nodes.py:35(CollectionNode)
        8    0.000    0.000    0.000    0.000 blocks.py:266(mgr_locs)
        1    0.000    0.000    0.000    0.000 events.py:64(ScalarEvent)
       44    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        1    0.000    0.000    0.000    0.000 events.py:55(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:55(InvalidStateError)
        1    0.000    0.000    0.000    0.000 process.py:141(_WorkItem)
        1    0.000    0.000    0.000    0.000 connection.py:974(XmlListener)
        5    0.000    0.000    0.000    0.000 multiarray.py:892(bincount)
       11    0.000    0.000    0.000    0.000 __init__.py:431(<genexpr>)
        1    0.000    0.000    0.000    0.000 process.py:37(current_process)
       29    0.000    0.000    0.000    0.000 {built-in method math.prod}
        1    0.000    0.000    0.000    0.000 pydevd_constants.py:591(get_pid)
        2    0.000    0.000    0.000    0.000 __init__.py:790(_search_paths)
        2    0.000    0.000    0.000    0.000 computation.py:1279(<genexpr>)
        5    0.000    0.000    0.000    0.000 std.py:1301(<lambda>)
        1    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        1    0.000    0.000    0.000    0.000 base.py:6312(_index_as_unique)
        1    0.000    0.000    0.000    0.000 tokens.py:57(FlowSequenceEndToken)
        1    0.000    0.000    0.000    0.000 events.py:45(DocumentStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:54(DocumentEndEvent)
        1    0.000    0.000    0.000    0.000 tokens.py:96(ScalarToken)
        1    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
       10    0.000    0.000    0.000    0.000 functoolz.py:276(keywords)
        2    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 datetimes.py:537(_check_compatible_with)
        2    0.000    0.000    0.000    0.000 datetimes.py:709(inferred_type)
        1    0.000    0.000    0.000    0.000 tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 tokens.py:25(DocumentStartToken)
       34    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        2    0.000    0.000    0.000    0.000 {built-in method time.sleep}
        1    0.000    0.000    0.000    0.000 process.py:148(_ResultItem)
        1    0.000    0.000    0.000    0.000 events.py:36(StreamStartEvent)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1021(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 events.py:61(AliasEvent)
        1    0.000    0.000    0.000    0.000 {built-in method nt.cpu_count}
        2    0.000    0.000    0.000    0.000 queue.py:213(_put)
        2    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        2    0.000    0.000    0.000    0.000 series.py:660(_constructor)
        1    0.000    0.000    0.000    0.000 resolver.py:21(__init__)
        1    0.000    0.000    0.000    0.000 constructor.py:747(Constructor)
        1    0.000    0.000    0.000    0.000 _base.py:651(BrokenExecutor)
       50    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 composer.py:13(__init__)
        1    0.000    0.000    0.000    0.000 process.py:155(_CallItem)
       14    0.000    0.000    0.000    0.000 typing.py:1818(<genexpr>)
        1    0.000    0.000    0.000    0.000 tokens.py:51(FlowSequenceStartToken)
        1    0.000    0.000    0.000    0.000 events.py:78(SequenceEndEvent)
        1    0.000    0.000    0.000    0.000 pydevd_base_schema.py:84(from_dict)
        1    0.000    0.000    0.000    0.000 nodes.py:44(SequenceNode)
        1    0.000    0.000    0.000    0.000 process.py:614(BrokenProcessPool)
        2    0.000    0.000    0.000    0.000 managers.py:1828(ndim)
        1    0.000    0.000    0.000    0.000 tokens.py:45(BlockMappingStartToken)
       83    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        3    0.000    0.000    0.000    0.000 weakref.py:289(update)
       11    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
        2    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
       46    0.000    0.000    0.000    0.000 version.py:491(_parse_local_version)
       12    0.000    0.000    0.000    0.000 enum.py:768(__delattr__)
        1    0.000    0.000    0.000    0.000 platform.py:1138(python_implementation)
        1    0.000    0.000    0.000    0.000 pydevd_schema.py:16689(to_dict)
        1    0.000    0.000    0.000    0.000 tokens.py:28(DocumentEndToken)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:985(create_module)
        1    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        3    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
        1    0.000    0.000    0.000    0.000 pydev_monkey.py:246(_on_set_trace_for_new_thread)
        3    0.000    0.000    0.000    0.000 base.py:549(find)
       44    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        1    0.000    0.000    0.000    0.000 tokens.py:39(StreamEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:60(FlowMappingEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:66(ValueToken)
        1    0.000    0.000    0.000    0.000 events.py:31(CollectionEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:84(MappingEndEvent)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1177(get_filename)
        1    0.000    0.000    0.000    0.000 tokens.py:69(BlockEntryToken)
        1    0.000    0.000    0.000    0.000 events.py:42(StreamEndEvent)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001D9E308BBA0}
        7    0.000    0.000    0.000    0.000 inspect.py:2135(_signature_is_functionlike)
        2    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 nodes.py:47(MappingNode)
        1    0.000    0.000    0.000    0.000 events.py:75(SequenceStartEvent)
        4    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        2    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 tokens.py:48(BlockEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:63(KeyToken)
        2    0.000    0.000    0.000    0.000 queue.py:217(_get)
        1    0.000    0.000    0.000    0.000 tokens.py:42(BlockSequenceStartToken)
       38    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
        1    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
        1    0.000    0.000    0.000    0.000 tokens.py:72(FlowEntryToken)
        1    0.000    0.000    0.000    0.000 events.py:81(MappingStartEvent)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 locks.py:263(combine_locks)
        3    0.000    0.000    0.000    0.000 codecs.py:331(getstate)
        1    0.000    0.000    0.000    0.000 threading.py:1015(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:1019(_set_native_id)
       28    0.000    0.000    0.000    0.000 __init__.py:772(__bool__)
       19    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
       11    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
       11    0.000    0.000    0.000    0.000 _parser.py:297(checkgroupname)
        3    0.000    0.000    0.000    0.000 codecs.py:281(getstate)
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 enum.py:833(__setattr__)
       11    0.000    0.000    0.000    0.000 dataclasses.py:349(__set_name__)
       25    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__init__)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        8    0.000    0.000    0.000    0.000 threading.py:580(is_set)
        1    0.000    0.000    0.000    0.000 pydev_monkey.py:1099(__init__)
       20    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
        1    0.000    0.000    0.000    0.000 ntpath.py:275(dirname)
        1    0.000    0.000    0.000    0.000 threading.py:816(_newname)
       24    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:255(escape)
       44    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
        2    0.000    0.000    0.000    0.000 __init__.py:1914(__del__)
        9    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
        9    0.000    0.000    0.000    0.000 typing.py:1945(<genexpr>)
        2    0.000    0.000    0.000    0.000 enum.py:376(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       34    0.000    0.000    0.000    0.000 typing.py:1220(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       20    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
       11    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        2    0.000    0.000    0.000    0.000 enum.py:940(_check_for_existing_members_)
       14    0.000    0.000    0.000    0.000 inspect.py:295(isclass)
       14    0.000    0.000    0.000    0.000 __init__.py:672(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:1226(__eq__)
       27    0.000    0.000    0.000    0.000 dataclasses.py:432(<genexpr>)
        1    0.000    0.000    0.000    0.000 pydevd_constants.py:826(get_global_debugger)
       29    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       17    0.000    0.000    0.000    0.000 _collections_abc.py:341(__subclasshook__)
        7    0.000    0.000    0.000    0.000 inspect.py:303(ismethoddescriptor)
        2    0.000    0.000    0.000    0.000 pydevd_schema.py:11694(update_dict_ids_to_dap)
        5    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        7    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        2    0.000    0.000    0.000    0.000 __init__.py:637(path)
       27    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
       12    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 {method '__exit__' of 'nt.ScandirIterator' objects}
       19    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        2    0.000    0.000    0.000    0.000 __init__.py:428(_discover_resolvers)
        4    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        2    0.000    0.000    0.000    0.000 {method 'cache_clear' of 'functools._lru_cache_wrapper' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        8    0.000    0.000    0.000    0.000 typing.py:1539(__eq__)
        4    0.000    0.000    0.000    0.000 typing.py:1046(<genexpr>)
        1    0.000    0.000    0.000    0.000 pydevd_comm.py:170(_on_dict_loaded)
       12    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 os.py:1087(__subclasshook__)
        3    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 _parser.py:305(_class_escape)
        2    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        2    0.000    0.000    0.000    0.000 typing.py:2081(runtime_checkable)
       12    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:920(__hash__)
        6    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 pydevd_comm.py:217(_read_line)
        2    0.000    0.000    0.000    0.000 pydevd_schema.py:11681(to_dict)
        4    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        7    0.000    0.000    0.000    0.000 inspect.py:517(isbuiltin)
        1    0.000    0.000    0.000    0.000 _parser.py:886(_parse_flags)
        2    0.000    0.000    0.000    0.000 enum.py:969(_find_data_repr_)
        2    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
   1271/3    9.345    0.007    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 threading.py:110(RLock)
        7    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
        8    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        2    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 pydevd.py:1539(dap_messages_listeners)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
       14    0.000    0.000    0.000    0.000 inspect.py:3079(return_annotation)
        2    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 locks.py:219(__init__)
